timestamp_unix,timestamp_iso,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,quat_w,quat_x,quat_y,quat_z,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,yaw_speed,body_height,mode,gait_type,obstacle_0,obstacle_1,obstacle_2,obstacle_3,battery_soc,battery_current_ma,power_v,power_a
1780536853.6449625,2026-06-03T19:34:13.644963,-1.841941,-3.406206,0.307975,0.008626,0.001393,-0.023498,-0.013695,0.045603,1.604895,0.69464,-0.021151,0.010921,0.718964,-0.014914,0.02024,-0.02024,-0.667982,0.023942,9.425972,-0.02024,0.320519,0,0,0,0,0,0,60,-1714,29.242949,
1780536853.7943547,2026-06-03T19:34:13.794356,-1.841888,-3.406105,0.307964,0.010609,0.009256,-0.023987,-0.013675,0.045912,1.60507,0.694574,-0.021256,0.011034,0.719023,-0.029827,0.010653,-0.002131,-0.634463,0.190339,9.544485,-0.002131,0.320519,0,0,0,0,0,0,60,-1714,29.242949,
1780536853.894531,2026-06-03T19:34:13.894532,-1.84201,-3.406115,0.307985,0.013353,0.002786,-0.022847,-0.013879,0.045811,1.60478,0.694677,-0.021289,0.010929,0.718924,-0.011718,0.028762,-0.006392,-0.748188,0.026336,9.53012,-0.006392,0.32052,0,0,0,0,0,0,60,-1714,29.242949,
1780536853.9965363,2026-06-03T19:34:13.996537,-1.841921,-3.406129,0.308002,0.005204,0.011478,-0.02278,-0.013765,0.045839,1.605046,0.694582,-0.021261,0.010977,0.719015,-0.023436,0.009587,0.002131,-0.715866,0.172383,9.496601,0.002131,0.32052,0,0,0,0,0,0,60,-1731,29.242949,
1780536854.144649,2026-06-03T19:34:14.144651,-1.842056,-3.406015,0.307985,0.002109,-0.003961,-0.023264,-0.014097,0.046043,1.604803,0.694664,-0.021449,0.010931,0.718931,-0.004261,0.011718,-0.018109,-0.693121,0.023942,9.508572,-0.018109,0.320527,0,0,0,0,0,0,60,-1731,29.242949,
1780536854.2947102,2026-06-03T19:34:14.294712,-1.841952,-3.406032,0.307997,0.004134,0.01641,-0.023305,-0.013809,0.046103,1.605053,0.694577,-0.021371,0.011053,0.719016,-0.008522,0.001065,-0.017044,-0.670376,0.117316,9.465476,-0.017044,0.32052,0,0,0,0,0,0,60,-1731,29.242949,
1780536854.444326,2026-06-03T19:34:14.444327,-1.841903,-3.40607,0.308006,0.004246,0.005497,-0.023666,-0.013684,0.046099,1.604919,0.694626,-0.021326,0.011098,0.718969,0.004261,0.017044,-0.02024,-0.736217,0.258574,9.50139,-0.02024,0.320513,0,0,0,0,0,0,60,-1731,29.242949,
1780536854.544525,2026-06-03T19:34:14.544526,-1.84197,-3.406125,0.307995,0.005242,0.008491,-0.023673,-0.013771,0.046064,1.604858,0.694647,-0.021343,0.011055,0.718949,-0.013848,0.002131,-0.013848,-0.647632,0.068235,9.481039,-0.013848,0.320505,0,0,0,0,0,0,60,-1731,29.242949,
1780536854.694391,2026-06-03T19:34:14.694392,-1.841945,-3.406108,0.307986,0.00277,0.003698,-0.023814,-0.013795,0.045986,1.604888,0.694637,-0.021323,0.011019,0.71896,-0.009587,-0.002131,-0.011718,-0.673968,0.21069,9.560047,-0.011718,0.320517,0,0,0,0,0,0,60,-1731,29.242949,
1780536854.794603,2026-06-03T19:34:14.794607,-1.842064,-3.406138,0.307966,-0.012052,0.001293,-0.025044,-0.01406,0.045856,1.604791,0.694671,-0.021368,0.01088,0.718928,-0.012783,-0.013848,-0.007457,-0.669179,-0.010774,9.487024,-0.007457,0.320519,0,0,0,0,0,0,60,-1731,29.242949,
1780536854.9444098,2026-06-03T19:34:14.944412,-1.842012,-3.406113,0.30797,0.000573,0.007978,-0.023896,-0.014039,0.045892,1.604871,0.694642,-0.021374,0.010899,0.718956,-0.005326,-0.013848,-0.005326,-0.677559,0.162806,9.515755,-0.005326,0.320515,0,0,0,0,0,0,60,-1736,29.234095,
1780536855.0446298,2026-06-03T19:34:15.044631,-1.8421,-3.406111,0.307973,0.007131,0.004177,-0.023247,-0.014201,0.045934,1.604816,0.694659,-0.021446,0.010855,0.718937,0.001065,-0.002131,-0.018109,-0.708684,0.002394,9.526528,-0.018109,0.320514,0,0,0,0,0,0,60,-1736,29.234095,
1780536855.1450467,2026-06-03T19:34:15.145049,-1.842025,-3.406109,0.307974,0.017022,0.012381,-0.022991,-0.014098,0.045973,1.605063,0.694571,-0.021425,0.010903,0.719022,-0.011718,0.013848,0.004261,-0.696713,0.227449,9.51336,0.004261,0.320517,0,0,0,0,0,0,60,-1736,29.234095,
1780536855.2946606,2026-06-03T19:34:15.294662,-1.842072,-3.406111,0.30795,0.00524,0.007925,-0.024614,-0.014133,0.045857,1.60502,0.694588,-0.021395,0.010851,0.719008,-0.009587,0.006392,-0.001065,-0.729034,0.02873,9.525331,-0.001065,0.320517,0,0,0,0,0,0,60,-1736,29.234095,
1780536855.4451246,2026-06-03T19:34:15.445126,-1.842043,-3.406123,0.307963,0.006746,0.004375,-0.023719,-0.014069,0.045856,1.605069,0.694571,-0.021373,0.010873,0.719025,-0.015979,0.041545,-0.015979,-0.70629,0.038307,9.554062,-0.015979,0.320513,0,0,0,0,0,0,60,-1736,29.234095,
1780536855.5944474,2026-06-03T19:34:15.594449,-1.841993,-3.406168,0.307949,0.003557,0.012688,-0.024125,-0.013956,0.045761,1.605031,0.694586,-0.021299,0.010881,0.719012,-0.013848,0.001065,-0.004261,-0.661997,0.198719,9.49301,-0.004261,0.320513,0,0,0,0,0,0,60,-1736,29.234095,
